Data File Name,2100 expert_mRNA Nano_DE13804677_2022-10-19_15-49-14.xad
82.7,0.1088562
82.75,0.1088562
82.8,0.1088562
82.85,0.1088562
82.9,0.1088562
82.95,0.1088562
83,0.1088562
83.05,0.1088562
83.1,0.1088562
83.15,0.1088562
83.2,0.1088562
83.25,0.1088562
83.3,0.1088562
83.35,0.1088562
83.4,0.1088562
83.45,0.1088562
83.5,0.1088562
83.55,0.1088562
83.6,0.1088562
83.65,0.1088562
83.7,0.1088562
83.75,0.1088562
83.8,0.1088562
83.85,0.1088562
83.9,0.1088562
83.95,0.1088562
84,0.1088562
84.05,0.1088562
84.1,0.1088562
84.15,0.1088562
84.2,0.1088562
84.25,0.1088562
84.3,0.1088562
84.35,0.1088562
84.4,0.1088562
84.45,0.1088562
84.5,0.1088562
84.55,0.1088562
84.6,0.1088562
84.65,0.1088562
84.7,0.1088562
84.75,0.1088562
84.8,0.1088562
84.85,0.1088562
84.9,0.1088562
84.95,0.1088562
 
Alignment,On
